,complete_SVC,complete_RFC,complete_SVM,complete_SVP,complete_Logistic,complete_Ridge,complete_EN,complete_ET,complete_KNN,complete_XGB,complete_Ada,complete_MLP1,RPPA_SVC,RPPA_RFC,RPPA_SVM,RPPA_SVP,RPPA_Logistic,RPPA_Ridge,RPPA_EN,RPPA_ET,RPPA_KNN,RPPA_XGB,RPPA_Ada,RPPA_MLP1,MIRNA_SVC,MIRNA_RFC,MIRNA_SVM,MIRNA_SVP,MIRNA_Logistic,MIRNA_Ridge,MIRNA_EN,MIRNA_ET,MIRNA_KNN,MIRNA_XGB,MIRNA_Ada,MIRNA_MLP1,PATHWAYS_SVC,PATHWAYS_RFC,PATHWAYS_SVM,PATHWAYS_SVP,PATHWAYS_Logistic,PATHWAYS_Ridge,PATHWAYS_EN,PATHWAYS_ET,PATHWAYS_KNN,PATHWAYS_XGB,PATHWAYS_Ada,PATHWAYS_MLP1,TYPE_SVC,TYPE_RFC,TYPE_SVM,TYPE_SVP,TYPE_Logistic,TYPE_Ridge,TYPE_EN,TYPE_ET,TYPE_KNN,TYPE_XGB,TYPE_Ada,TYPE_MLP1
complete_Ada,,,,,,,,,,,0.6772727272727272,0.731198347107438,0.7714876033057851,0.7842975206611571,0.7208677685950414,0.7464876033057851,0.7425619834710744,0.7289256198347107,0.7605371900826448,0.7572314049586778,0.7382231404958678,0.756404958677686,0.7206611570247935,0.7303719008264464,0.7497933884297521,0.7597107438016529,0.6989669421487603,0.7061983471074381,0.7111570247933885,0.7002066115702479,0.7568181818181818,0.7407024793388429,0.6549586776859504,0.721900826446281,0.7012396694214876,0.7045454545454545,0.7642561983471075,0.7491735537190083,0.7805785123966942,0.7192148760330579,0.7745867768595041,0.7807851239669421,0.7973140495867768,0.7514462809917355,0.7514462809917355,0.7208677685950413,0.7208677685950413,0.774793388429752,0.778305785123967,0.7737603305785126,0.7743801652892562,0.7743801652892562,0.7793388429752067,0.775413223140496,0.7708677685950414,0.7793388429752067,0.7636363636363634,0.7702479338842976,0.7832644628099175,0.7638429752066116
complete_MLP1,,,,,,,,,,,,0.6954545454545453,0.7586776859504132,0.7770661157024792,0.7239669421487603,0.7336776859504133,0.731198347107438,0.7318181818181818,0.7452479338842976,0.7497933884297521,0.7340909090909091,0.7506198347107438,0.7324380165289256,0.7276859504132231,0.7429752066115702,0.759297520661157,0.7004132231404959,0.7194214876033057,0.712396694214876,0.7043388429752067,0.7502066115702479,0.7314049586776861,0.6725206611570249,0.7400826446280993,0.7262396694214875,0.7024793388429751,0.7702479338842975,0.7578512396694215,0.7739669421487603,0.734090909090909,0.775,0.7772727272727273,0.793801652892562,0.7537190082644629,0.7522727272727272,0.7237603305785123,0.731611570247934,0.7675619834710744,0.7663223140495867,0.7644628099173554,0.7640495867768594,0.7640495867768594,0.7673553719008265,0.7650826446280992,0.7580578512396693,0.7673553719008265,0.7533057851239671,0.7617768595041323,0.7725206611570248,0.7493801652892562
RPPA_SVC,,,,,,,,,,,,,0.7499999999999999,0.7721074380165288,0.7617768595041322,0.775,0.753099173553719,0.7698347107438016,0.7574380165289256,0.7520661157024793,0.7729338842975206,0.7640495867768595,0.775,0.7576446280991735,0.7648760330578512,0.7714876033057851,0.7609504132231406,0.7636363636363637,0.7642561983471075,0.7646694214876033,0.7814049586776859,0.7584710743801653,0.771694214876033,0.778099173553719,0.7396694214876034,0.7580578512396695,0.7942148760330578,0.7859504132231405,0.7931818181818182,0.7791322314049587,0.7940082644628099,0.7942148760330578,0.809090909090909,0.784090909090909,0.7894628099173554,0.765495867768595,0.7696280991735537,0.7894628099173555,0.8002066115702478,0.8012396694214876,0.7977272727272726,0.7977272727272726,0.8004132231404959,0.7979338842975208,0.7884297520661157,0.8004132231404959,0.7981404958677686,0.7969008264462809,0.8066115702479338,0.7948347107438016
RPPA_RFC,,,,,,,,,,,,,,0.7681818181818182,0.7737603305785123,0.7911157024793388,0.7681818181818182,0.7816115702479338,0.7685950413223142,0.768801652892562,0.7863636363636364,0.774793388429752,0.7801652892561983,0.7712809917355371,0.7832644628099174,0.7890495867768595,0.7745867768595042,0.771900826446281,0.7801652892561982,0.756198347107438,0.7911157024793388,0.7743801652892561,0.7925619834710745,0.7869834710743802,0.7698347107438017,0.7760330578512397,0.8150826446280991,0.8035123966942148,0.8059917355371902,0.7979338842975207,0.8043388429752065,0.8061983471074381,0.8159090909090908,0.8041322314049587,0.8020661157024792,0.7797520661157025,0.7834710743801653,0.8024793388429753,0.8190082644628098,0.8177685950413224,0.8177685950413224,0.8177685950413224,0.8179752066115702,0.8167355371900827,0.7993801652892562,0.8179752066115702,0.8126033057851239,0.8138429752066114,0.8227272727272726,0.812190082644628
RPPA_SVM,,,,,,,,,,,,,,,0.6818181818181819,0.7113636363636363,0.724586776859504,0.7074380165289256,0.7409090909090909,0.7537190082644627,0.7340909090909091,0.75,0.7237603305785123,0.7066115702479339,0.7512396694214876,0.7667355371900826,0.7190082644628099,0.7221074380165289,0.7227272727272727,0.7101239669421486,0.7564049586776858,0.7462809917355372,0.6830578512396693,0.7390495867768594,0.7237603305785123,0.7142561983471074,0.7797520661157024,0.7704545454545453,0.7845041322314049,0.7190082644628099,0.7741735537190083,0.7826446280991735,0.7954545454545455,0.7702479338842976,0.7551652892561983,0.7283057851239669,0.7301652892561983,0.7725206611570249,0.775,0.7803719008264463,0.7721074380165289,0.7721074380165289,0.778305785123967,0.7754132231404959,0.7694214876033058,0.778305785123967,0.7659090909090909,0.7723140495867769,0.7842975206611571,0.7706611570247934
RPPA_SVP,,,,,,,,,,,,,,,,0.7,0.7326446280991734,0.7183884297520662,0.7520661157024794,0.7710743801652893,0.7407024793388429,0.7584710743801653,0.7355371900826446,0.7175619834710745,0.7667355371900826,0.7752066115702478,0.7330578512396694,0.7388429752066117,0.7411157024793388,0.7305785123966941,0.7621900826446281,0.7518595041322313,0.6820247933884297,0.7574380165289256,0.7440082644628099,0.734504132231405,0.7991735537190083,0.7791322314049587,0.8006198347107439,0.7456611570247934,0.7946280991735538,0.799793388429752,0.8095041322314049,0.7898760330578513,0.7791322314049587,0.7429752066115702,0.7421487603305785,0.7898760330578514,0.7834710743801653,0.7956611570247933,0.7694214876033059,0.7694214876033059,0.7867768595041322,0.7834710743801653,0.7822314049586776,0.7867768595041322,0.7712809917355372,0.7725206611570248,0.7956611570247933,0.7712809917355372
RPPA_Logistic,,,,,,,,,,,,,,,,,0.7090909090909091,0.728099173553719,0.7303719008264462,0.7493801652892562,0.7438016528925621,0.7462809917355371,0.7392561983471075,0.712190082644628,0.756198347107438,0.7665289256198348,0.7347107438016529,0.7390495867768594,0.7367768595041321,0.7355371900826446,0.7541322314049587,0.7363636363636364,0.6927685950413224,0.752892561983471,0.7349173553719008,0.731198347107438,0.7882231404958677,0.7665289256198348,0.7882231404958678,0.7419421487603305,0.7857438016528925,0.7871900826446281,0.8068181818181817,0.7737603305785123,0.7675619834710743,0.7411157024793388,0.7522727272727272,0.7785123966942148,0.7840909090909092,0.7838842975206612,0.7787190082644628,0.7787190082644628,0.7929752066115702,0.784710743801653,0.778099173553719,0.7929752066115702,0.777892561983471,0.7752066115702478,0.7960743801652892,0.771900826446281
RPPA_Ridge,,,,,,,,,,,,,,,,,,0.6863636363636363,0.7423553719008265,0.7648760330578511,0.7398760330578512,0.7537190082644628,0.7256198347107439,0.7080578512396694,0.7603305785123967,0.7706611570247934,0.7320247933884299,0.7338842975206611,0.7363636363636363,0.7231404958677686,0.7613636363636365,0.7510330578512396,0.6925619834710743,0.7440082644628099,0.7320247933884299,0.728099173553719,0.7907024793388429,0.7787190082644628,0.7919421487603305,0.7229338842975206,0.7861570247933883,0.7911157024793389,0.8055785123966942,0.7787190082644628,0.7677685950413222,0.7363636363636363,0.740702479338843,0.7807851239669421,0.7845041322314049,0.7853305785123967,0.7816115702479338,0.7816115702479338,0.7876033057851239,0.784710743801653,0.7795454545454545,0.7876033057851239,0.7725206611570249,0.778305785123967,0.7909090909090909,0.7762396694214877
RPPA_EN,,,,,,,,,,,,,,,,,,,0.7272727272727273,0.7493801652892562,0.7533057851239671,0.7520661157024793,0.7450413223140495,0.7338842975206612,0.762396694214876,0.76900826446281,0.7481404958677687,0.7520661157024793,0.7483471074380166,0.7491735537190083,0.7605371900826446,0.746694214876033,0.7336776859504133,0.7690082644628099,0.7473140495867768,0.7413223140495868,0.7919421487603306,0.7712809917355372,0.7882231404958678,0.7710743801652893,0.7869834710743803,0.7876033057851239,0.8043388429752067,0.7729338842975206,0.7690082644628099,0.7485537190082645,0.7646694214876033,0.7789256198347108,0.7828512396694215,0.7853305785123966,0.7801652892561984,0.7801652892561984,0.7878099173553719,0.7826446280991736,0.7793388429752067,0.7878099173553719,0.7865702479338843,0.7764462809917355,0.7890495867768595,0.7772727272727271
RPPA_ET,,,,,,,,,,,,,,,,,,,,0.7318181818181818,0.7603305785123966,0.7555785123966942,0.7574380165289256,0.7526859504132231,0.7537190082644628,0.7632231404958676,0.7390495867768594,0.7475206611570249,0.7446280991735537,0.7431818181818182,0.7617768595041321,0.7471074380165288,0.7326446280991735,0.7665289256198347,0.737603305785124,0.7435950413223139,0.7830578512396694,0.7675619834710743,0.7855371900826447,0.7648760330578512,0.7838842975206611,0.7865702479338843,0.8053719008264462,0.7698347107438016,0.7700413223140495,0.7535123966942148,0.7539256198347106,0.7727272727272727,0.7855371900826447,0.7834710743801653,0.7828512396694215,0.7828512396694215,0.7847107438016528,0.7832644628099174,0.7741735537190082,0.7847107438016528,0.7795454545454545,0.7824380165289255,0.7909090909090909,0.7799586776859504
RPPA_KNN,,,,,,,,,,,,,,,,,,,,,0.7,0.7636363636363637,0.7382231404958677,0.7363636363636363,0.7541322314049588,0.7661157024793388,0.7099173553719008,0.7264462809917356,0.7278925619834711,0.7068181818181818,0.7588842975206612,0.7446280991735538,0.6745867768595042,0.746900826446281,0.7243801652892561,0.7243801652892563,0.7863636363636364,0.7756198347107437,0.7966942148760331,0.7520661157024795,0.7935950413223141,0.8008264462809915,0.812396694214876,0.7735537190082644,0.7609504132231404,0.7448347107438016,0.7489669421487603,0.7915289256198348,0.778099173553719,0.7774793388429753,0.775206611570248,0.775206611570248,0.781198347107438,0.778305785123967,0.765495867768595,0.781198347107438,0.7601239669421488,0.7729338842975206,0.7849173553719008,0.7657024793388431
RPPA_XGB,,,,,,,,,,,,,,,,,,,,,,0.7318181818181818,0.7497933884297521,0.7458677685950412,0.7642561983471075,0.7778925619834711,0.7464876033057852,0.7526859504132231,0.7568181818181816,0.7502066115702479,0.7692148760330577,0.7580578512396694,0.7202479338842975,0.7661157024793388,0.75,0.7491735537190082,0.7900826446280993,0.771900826446281,0.7911157024793389,0.7642561983471075,0.787809917355372,0.7894628099173554,0.809090909090909,0.7741735537190082,0.7712809917355371,0.759297520661157,0.7613636363636364,0.78099173553719,0.7882231404958677,0.7888429752066116,0.7853305785123968,0.7853305785123968,0.7894628099173554,0.7865702479338843,0.7832644628099172,0.7894628099173554,0.7886363636363636,0.7818181818181819,0.7929752066115702,0.7809917355371901
RPPA_Ada,,,,,,,,,,,,,,,,,,,,,,,0.6863636363636363,0.7278925619834711,0.7696280991735538,0.7774793388429752,0.7169421487603307,0.7144628099173553,0.7169421487603307,0.7171487603305785,0.7471074380165289,0.7353305785123967,0.6915289256198347,0.740909090909091,0.7231404958677687,0.7196280991735537,0.7762396694214877,0.7516528925619834,0.7774793388429752,0.7192148760330579,0.7799586776859504,0.7789256198347108,0.7973140495867768,0.7702479338842975,0.7601239669421488,0.7239669421487603,0.7183884297520661,0.7737603305785123,0.7735537190082645,0.7772727272727272,0.7702479338842976,0.7702479338842976,0.7979338842975207,0.7946280991735538,0.7849173553719008,0.7979338842975207,0.766115702479339,0.7679752066115704,0.8018595041322314,0.7667355371900826
RPPA_MLP1,,,,,,,,,,,,,,,,,,,,,,,,0.6954545454545453,0.7541322314049588,0.7630165289256199,0.7330578512396693,0.7190082644628099,0.7190082644628099,0.7272727272727272,0.7572314049586778,0.7402892561983472,0.690702479338843,0.7419421487603305,0.7163223140495868,0.7264462809917356,0.7847107438016527,0.7737603305785123,0.7845041322314049,0.7367768595041322,0.7832644628099172,0.784504132231405,0.8049586776859504,0.7741735537190083,0.7636363636363637,0.7371900826446282,0.7429752066115702,0.7733471074380164,0.7826446280991736,0.7853305785123966,0.7797520661157025,0.7797520661157025,0.7861570247933884,0.7832644628099174,0.7737603305785123,0.7861570247933884,0.7679752066115703,0.7785123966942149,0.7900826446280992,0.7692148760330578
MIRNA_SVC,,,,,,,,,,,,,,,,,,,,,,,,,0.7227272727272729,0.7669421487603305,0.7210743801652892,0.7192148760330578,0.6989669421487603,0.6983471074380165,0.7535123966942148,0.7351239669421488,0.7415289256198346,0.7597107438016529,0.7272727272727273,0.721900826446281,0.7814049586776859,0.7661157024793388,0.784297520661157,0.7564049586776859,0.7857438016528926,0.7865702479338843,0.8070247933884298,0.7661157024793387,0.7671487603305784,0.7479338842975206,0.7632231404958678,0.7750000000000001,0.7871900826446281,0.7884297520661158,0.7851239669421488,0.7851239669421488,0.7880165289256198,0.7859504132231405,0.7776859504132231,0.7880165289256198,0.7809917355371901,0.7830578512396694,0.7935950413223141,0.7816115702479339
MIRNA_RFC,,,,,,,,,,,,,,,,,,,,,,,,,,0.7318181818181818,0.7518595041322313,0.7450413223140495,0.746900826446281,0.7524793388429752,0.7578512396694215,0.7462809917355372,0.7064049586776859,0.7522727272727272,0.7419421487603305,0.7512396694214877,0.7915289256198347,0.7731404958677686,0.7975206611570248,0.7739669421487603,0.7904958677685949,0.7962809917355372,0.809297520661157,0.7809917355371901,0.7739669421487603,0.76900826446281,0.7770661157024794,0.7892561983471075,0.7892561983471074,0.7882231404958678,0.7853305785123966,0.7853305785123966,0.7921487603305787,0.788223140495868,0.784710743801653,0.7921487603305787,0.7882231404958677,0.7836776859504132,0.7942148760330578,0.7791322314049587
MIRNA_SVM,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6181818181818182,0.6679752066115702,0.6601239669421487,0.6266528925619835,0.6985537190082644,0.7107438016528926,0.6365702479338843,0.7266528925619833,0.6845041322314049,0.6431818181818182,0.7502066115702478,0.7417355371900826,0.7543388429752065,0.712603305785124,0.7692148760330578,0.7721074380165289,0.7861570247933884,0.7336776859504133,0.7285123966942149,0.7111570247933885,0.7103305785123967,0.7570247933884298,0.7669421487603307,0.7632231404958677,0.7630165289256199,0.7630165289256199,0.7696280991735538,0.7657024793388431,0.7599173553719009,0.7696280991735538,0.7450413223140495,0.7605371900826448,0.7741735537190083,0.7518595041322316
MIRNA_SVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6590909090909091,0.6725206611570248,0.6454545454545454,0.7123966942148761,0.7140495867768595,0.6324380165289256,0.7262396694214877,0.6882231404958676,0.6710743801652892,0.768595041322314,0.7547520661157024,0.7768595041322314,0.7140495867768595,0.7780991735537189,0.7795454545454545,0.7950413223140496,0.7520661157024794,0.7489669421487604,0.7239669421487601,0.71900826446281,0.7679752066115703,0.768801652892562,0.7706611570247934,0.7650826446280992,0.7650826446280992,0.7721074380165289,0.768388429752066,0.7588842975206612,0.7721074380165289,0.7522727272727272,0.7634297520661157,0.7768595041322314,0.7566115702479339
MIRNA_Logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.659090909090909,0.6345041322314049,0.6981404958677685,0.7126033057851239,0.6365702479338843,0.728099173553719,0.6886363636363637,0.6675619834710743,0.7636363636363634,0.7549586776859504,0.7758264462809917,0.7185950413223141,0.7760330578512395,0.7791322314049586,0.7954545454545453,0.7491735537190082,0.7450413223140495,0.7214876033057852,0.7181818181818181,0.7673553719008264,0.7739669421487603,0.7696280991735538,0.7708677685950412,0.7708677685950412,0.7768595041322315,0.7737603305785125,0.7609504132231404,0.7768595041322315,0.7576446280991735,0.7677685950413223,0.7809917355371901,0.7597107438016529
MIRNA_Ridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6181818181818182,0.6933884297520662,0.7175619834710744,0.6223140495867769,0.7231404958677686,0.684297520661157,0.6435950413223139,0.7566115702479338,0.7464876033057852,0.7756198347107437,0.7113636363636364,0.7754132231404959,0.7789256198347108,0.7921487603305787,0.7396694214876034,0.7314049586776858,0.7138429752066116,0.7152892561983472,0.7628099173553717,0.7640495867768594,0.7634297520661157,0.7603305785123966,0.7603305785123966,0.7673553719008265,0.7636363636363637,0.7555785123966943,0.7673553719008265,0.737190082644628,0.7580578512396695,0.771900826446281,0.7491735537190083
